service_id,total_stars,avg_daily_stars,total_pns,avg_daily_pns,total_days_completed,missions_started,missions_completed,missions_aborted,races_started,popquizzes_started,popquizzes_completed,missing_missions,total_playtime,avg_daily_playtime,days_active,assemblesyllables_totalnumber,matchcollocations_totalnumber,matchsentenceblank_totalnumber,matchsynonyms_totalnumber,popquizcollocation_totalnumber,popquizsynonym_totalnumber,assemblesyllables_totaltime,matchcollocations_totaltime,matchsentenceblank_totaltime,matchsynonyms_totaltime,popquizcollocation_totaltime,popquizsynonym_totaltime,assemblesyllables_avgtime,matchcollocations_avgtime,matchsentenceblank_avgtime,matchsynonyms_avgtime,popquizcollocation_avgtime,popquizsynonym_avgtime,accuracy,total_learning_time,avg_response_time,unique_words_exposed,avg_interactions_per_word,words_with_9plus_exposures,trained_count,untrained_count,random_count,first_exposure_wrong,second_exposure_wrong,avg_exposure_attempts,total_exposures_wrong,avg_wic_attempts,total_wic_wrong,total_wrong,learned_trained_count,imputed_word_data,improved_learning_time
5f3d736794738300247cd7f8,42,5.25,45.0,5.62,2,23,10.0,12,8,1,1,1,138.71,15.41,9.0,11.0,2.0,8.0,21.0,,3.0,99.0,17.41,75.34,141.74,0.0,9.64,10.44,8.71,9.78,8.0,,3.21,0.72,445.81,7.69,11,5.27,1,7,0,4,2.0,3.0,6.0,13.0,2.64,3.0,16.0,7.0,False,343.13
5f3d736794738300247cd801,106,10.6,117.0,11.7,3,21,13.0,6,8,3,3,2,161.86,16.19,10.0,22.0,6.0,25.0,53.0,1.0,10.0,139.38,46.29,263.5,306.12,3.53,25.9,6.74,7.96,11.9,6.43,3.53,2.8,0.81,990.69,7.34,25,5.4,3,19,0,6,2.0,7.0,5.16,18.0,2.8,10.0,28.0,19.0,False,784.72
5f3d736794738300247cd813,3,3.0,3.0,3.0,0,3,1.0,2,0,0,0,0,24.99,8.33,3.0,3.0,,,,,,25.61,0.0,0.0,0.0,0.0,0.0,8.54,,,,,,1.0,25.59,8.53,3,1.0,0,0,0,3,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,False,25.61
5f3d736794738300247cd814,55,6.88,58.0,7.25,1,24,6.0,18,1,1,1,0,207.37,17.28,12.0,15.0,5.0,9.0,26.0,,3.0,154.74,46.21,169.02,218.67,0.0,13.12,11.69,9.24,23.1,7.81,,4.37,0.6,928.12,10.09,15,6.13,3,11,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,601.76
5f5b7ce9c2c291284d29b4b1,29,9.67,38.0,12.67,2,12,4.0,8,2,2,2,0,42.73,8.55,5.0,11.0,2.0,,16.0,2.0,7.0,109.09,12.92,0.0,97.98,5.39,19.9,11.2,6.46,,6.14,2.7,2.99,0.81,265.85,7.38,11,3.27,0,7,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,False,245.28
5f8d913f9953ab0654c9012c,39,5.57,44.0,6.29,1,10,4.0,1,1,1,1,5,85.86,8.59,10.0,9.0,3.0,7.0,20.0,1.0,4.0,85.07,19.17,77.52,148.33,7.67,12.96,10.32,6.39,12.99,7.5,7.67,3.24,0.8,399.03,7.82,10,5.1,0,6,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,False,350.72
5f9c8992342a32392540e70b,113,9.42,140.0,11.67,6,36,28.0,8,0,6,6,0,145.64,12.14,12.0,32.0,16.0,21.0,44.0,9.0,18.0,307.58,114.98,234.29,298.77,27.41,43.2,9.64,7.81,11.8,7.53,2.94,2.36,0.89,1082.44,8.52,32,3.97,0,20,1,11,0.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,False,1026.23
5fab181c708c22005ba08d28,109,7.27,118.0,7.87,4,33,13.0,18,1,3,3,2,166.66,11.11,15.0,29.0,14.0,25.0,41.0,3.0,6.0,220.97,81.13,407.47,264.55,6.42,11.56,7.81,6.02,13.18,6.86,1.66,1.71,0.55,1839.46,9.24,29,6.86,8,17,1,11,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,True,992.1
5fb27a996f1ede06f0f04bee,196,14.0,219.0,15.64,9,34,25.0,6,47,7,6,3,344.36,24.6,14.0,44.0,23.0,49.0,80.0,4.0,19.0,359.06,176.06,556.93,591.38,10.57,58.39,8.8,8.07,12.39,7.65,2.64,3.04,0.66,2640.25,8.6,45,6.82,16,30,0,15,9.0,25.0,7.02,79.0,3.91,39.0,118.0,30.0,False,1752.39
6021bf2e609c0307f35d0512,52,4.73,52.0,4.73,0,22,6.0,15,0,0,0,1,93.02,7.16,13.0,15.0,3.0,9.0,25.0,,,104.59,24.01,136.24,196.09,0.0,0.0,6.87,8.0,15.87,8.13,,,0.64,714.31,8.93,15,5.33,2,7,1,7,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,460.93
61004bda3391170a2edae7d5,88,9.78,91.0,10.11,3,22,11.0,7,7,1,1,4,118.18,10.74,11.0,21.0,6.0,21.0,40.0,,3.0,238.85,48.31,487.76,387.34,0.0,11.4,13.96,8.05,36.33,10.13,,3.8,0.72,1833.73,15.03,21,5.81,4,15,0,6,3.0,5.0,6.56,25.0,3.0,8.0,33.0,11.0,False,1173.66
61004bda3391170a2edae7db,111,9.25,118.0,9.83,3,34,14.0,19,1,2,2,1,367.85,28.3,13.0,30.0,9.0,22.0,50.0,1.0,6.0,193.15,57.37,150.86,449.23,2.12,16.41,6.87,6.51,9.21,9.83,2.12,2.65,0.83,1551.11,11.58,30,4.47,1,23,0,7,1.0,7.0,4.9,22.0,2.37,9.0,31.0,23.0,False,869.14
6102ffcc0d043902e8dc8811,149,12.42,174.0,14.5,6,35,19.0,14,84,6,6,2,308.94,23.76,13.0,39.0,16.0,30.0,64.0,7.0,18.0,351.46,133.48,376.49,696.6,26.37,64.93,9.65,7.8,12.73,11.35,3.79,3.67,0.76,2085.91,10.7,39,5.0,5,29,0,10,4.0,8.0,4.9,25.0,2.49,14.0,39.0,29.0,False,1649.33
6109506f045ae600445815b4,98,8.91,113.0,10.27,4,37,11.0,26,22,4,4,0,190.35,14.64,13.0,24.0,5.0,24.0,45.0,3.0,12.0,207.91,64.14,247.02,279.55,5.26,23.93,8.37,12.83,12.36,6.4,1.75,2.0,0.87,958.6,8.48,24,4.71,1,18,0,6,0.0,3.0,4.43,12.0,2.17,7.0,19.0,17.0,False,827.81
61142149bd77291f1dfcea83,68,7.56,77.0,8.56,2,26,7.0,9,1,2,2,10,108.12,9.83,11.0,15.0,5.0,14.0,34.0,3.0,6.0,158.15,37.82,199.59,263.41,17.62,41.98,14.22,7.56,16.95,7.69,5.06,7.0,0.69,1155.69,9.55,23,5.26,1,17,0,6,2.0,6.0,6.33,18.0,3.53,10.0,28.0,11.0,False,718.57
611cf4ca00a13103ab65c14b,89,6.85,89.0,6.85,1,21,10.0,11,0,0,0,0,141.09,9.41,15.0,21.0,12.0,19.0,37.0,,,177.49,123.36,334.12,312.4,0.0,0.0,8.7,10.64,18.13,8.73,,,0.72,1302.9,10.59,21,5.86,4,11,1,9,0.0,1.0,4.67,6.0,1.89,2.0,8.0,5.0,False,947.37
611d71ca810b491ec5ebd5f9,155,11.07,166.0,11.86,4,41,16.0,15,11,3,3,10,351.08,23.41,15.0,35.0,18.0,32.0,70.0,2.0,9.0,350.1,128.67,728.46,668.84,6.98,32.31,11.69,7.15,22.23,9.52,3.49,3.45,0.65,29498.32,121.39,36,6.75,8,26,0,10,1.0,3.0,6.0,14.0,2.91,5.0,19.0,6.0,False,1915.36
611d71ca810b491ec5ebd5fa,79,8.78,87.0,9.67,2,22,7.0,10,3,2,2,5,113.82,10.35,11.0,23.0,5.0,16.0,35.0,,8.0,237.5,44.52,145.46,359.24,0.0,26.44,10.2,8.9,10.15,11.34,,3.41,0.88,191676.54,2061.04,23,4.04,0,17,0,6,0.0,0.0,3.23,1.0,1.15,0.0,1.0,8.0,False,813.16
611fe889523bf110b714d5ae,27,5.4,27.0,5.4,0,11,2.0,7,0,0,0,2,46.7,9.34,5.0,10.0,2.0,3.0,12.0,,,113.26,12.96,53.02,100.65,0.0,0.0,13.82,6.48,15.71,9.67,,,0.61,1304.21,29.64,10,4.4,2,6,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,True,279.89
6171ce92c159270f01c43a9c,33,6.6,33.0,6.6,2,13,5.0,6,0,0,0,2,65.26,10.88,6.0,9.0,2.0,8.0,14.0,,,123.69,9.73,72.27,100.26,0.0,0.0,18.8,4.86,9.65,7.7,,,0.67,470.04,9.59,9,5.44,1,5,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,305.95
618db4b4bef73809d21f81e7,30,6.0,35.0,7.0,1,10,5.0,0,1,1,1,5,38.86,4.86,8.0,11.0,2.0,1.0,16.0,1.0,4.0,95.91,21.19,11.99,131.86,2.98,13.82,10.06,10.6,11.99,9.27,2.98,3.45,0.67,391.47,8.7,11,4.09,0,7,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,False,277.75
61e090285a8f9841235ae39f,12,2.4,12.0,2.4,0,7,1.0,4,0,0,0,2,37.8,7.56,5.0,5.0,2.0,,5.0,,,140.39,14.38,0.0,98.78,0.0,0.0,23.09,7.19,,24.5,,,0.41,508.07,17.52,5,5.8,0,1,0,4,2.0,3.0,8.75,11.0,4.75,5.0,16.0,1.0,False,253.55
61f0be54be9a7c1d4e9b7c66,9,3.0,9.0,3.0,0,5,2.0,3,0,0,0,0,24.73,6.18,4.0,3.0,2.0,,4.0,,,28.86,8.82,0.0,26.89,0.0,0.0,9.97,4.41,,6.85,,,0.82,76.8,6.98,3,3.67,0,0,0,3,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,True,64.57
61fb09b7b37b920de810f34d,116,7.25,116.0,7.25,1,48,12.0,36,0,0,0,0,225.22,11.85,19.0,26.0,16.0,26.0,48.0,,,220.72,124.78,355.32,370.12,0.0,0.0,9.08,7.77,14.58,7.65,,,0.63,1694.04,9.31,26,7.0,10,15,1,10,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,False,1070.94
62968c94929d68045116d328,164,9.65,186.0,10.94,6,43,18.0,22,2,5,5,3,224.84,12.49,18.0,42.0,19.0,35.0,68.0,7.0,15.0,316.54,127.15,319.1,460.28,26.01,42.79,7.52,6.78,9.78,7.51,4.1,2.85,0.91,1348.15,7.41,42,4.33,1,29,1,12,0.0,1.0,3.17,3.0,1.07,0.0,3.0,21.0,False,1291.87
6297de0b70cd210229cad86b,113,8.07,127.0,9.07,5,39,15.0,15,4,5,4,9,179.4,10.55,17.0,30.0,18.0,28.0,37.0,3.0,11.0,233.42,134.29,336.17,240.1,7.47,36.38,8.36,7.63,14.29,6.95,2.67,3.35,0.72,1334.46,8.39,30,5.3,2,17,1,12,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,False,987.83
62a26a16be9a7c001be79026,184,11.5,223.0,13.94,10,37,29.0,6,21,9,9,2,281.16,16.54,17.0,41.0,24.0,37.0,82.0,13.0,26.0,272.12,196.83,530.46,557.15,31.08,85.67,6.63,7.87,14.17,6.5,2.48,3.12,0.74,1954.3,7.98,41,5.98,5,27,1,13,1.0,1.0,3.92,6.0,1.33,0.0,6.0,7.0,False,1673.31
62e14e176e5de41b053f3acb,327,14.22,388.0,16.87,16,78,51.0,20,307,16,16,7,985.44,37.9,26.0,81.0,46.0,64.0,136.0,21.0,40.0,742.71,335.49,855.18,1057.6,59.89,199.87,10.23,7.41,13.35,8.21,2.8,5.15,0.57,5154.06,8.75,83,7.1,31,30,0,53,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,False,3250.74
62eaad610a343e622a7c150d,91,9.1,96.0,9.6,2,24,9.0,9,1,2,2,6,132.26,13.23,10.0,23.0,7.0,16.0,45.0,1.0,4.0,262.2,73.33,247.78,389.61,9.65,18.36,11.39,11.58,16.18,8.69,9.65,5.01,0.57,1576.46,9.79,23,7.0,8,17,0,6,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,1000.93
62eaad610a343e622a7c1515,32,8.0,35.0,8.75,1,7,4.0,0,1,1,1,3,51.31,10.26,5.0,10.0,3.0,4.0,15.0,1.0,2.0,103.03,47.33,73.56,156.44,7.36,3.9,9.89,15.78,16.52,10.43,7.36,1.95,0.58,633.4,11.52,10,5.5,3,6,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,391.62
62f6d1fa3d2cc21b04da2d62,81,10.12,94.0,11.75,4,16,13.0,3,75,4,4,0,142.69,15.85,9.0,19.0,6.0,16.0,40.0,1.0,12.0,153.62,47.51,156.86,284.79,4.17,35.38,9.41,7.92,10.46,7.45,4.17,2.87,0.7,923.7,8.03,19,6.05,4,13,0,6,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,False,682.33
62fc7b5560e8b80dda61b61f,56,7.0,56.0,7.0,2,18,8.0,6,0,0,0,4,114.85,11.48,10.0,16.0,4.0,12.0,24.0,,,118.15,32.86,123.64,154.26,0.0,0.0,8.05,8.22,11.93,6.81,,,0.79,542.85,7.54,16,4.5,0,11,0,5,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,False,428.91
62feb561aca92c1599166d13,277,15.39,326.0,18.11,13,53,42.0,9,19,12,12,2,326.66,18.15,18.0,65.0,47.0,67.0,98.0,14.0,35.0,425.41,319.23,615.72,599.56,32.56,77.01,6.85,6.76,9.73,6.08,2.21,2.15,0.73,2847.6,7.47,65,5.86,11,30,1,34,0.0,0.0,3.3,2.0,1.39,2.0,4.0,14.0,False,2069.49
62feb561aca92c1599166d19,79,6.08,79.0,6.08,0,27,9.0,18,0,0,0,0,124.01,8.27,15.0,21.0,9.0,17.0,32.0,,,161.84,68.98,331.43,237.81,0.0,0.0,7.81,7.67,20.54,7.77,,,0.69,1195.91,10.49,21,5.43,2,11,1,9,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,False,800.06
62feb561aca92c1599166d1e,79,6.08,79.0,6.08,0,24,8.0,16,0,0,0,0,112.84,8.68,13.0,21.0,7.0,16.0,35.0,,,179.21,98.46,224.01,254.87,0.0,0.0,8.55,15.3,14.95,7.75,,,0.75,1072.98,10.12,21,5.05,2,11,1,9,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,False,756.55
62feb561aca92c1599166d3b,125,8.33,130.0,8.67,2,31,16.0,11,0,2,2,4,208.19,13.01,16.0,28.0,17.0,30.0,50.0,,5.0,191.37,127.28,371.76,505.6,0.0,24.8,6.81,7.15,13.27,10.68,,4.68,0.7,1691.21,9.45,28,6.39,7,16,1,11,0.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,False,1220.81
62feb561aca92c1599166d44,132,7.33,137.0,7.61,3,32,14.0,14,0,1,1,4,167.24,9.29,18.0,34.0,18.0,28.0,52.0,1.0,4.0,249.07,118.65,351.91,339.44,4.2,13.19,7.68,6.46,13.64,6.42,4.2,3.3,0.64,1612.65,7.79,34,6.09,4,25,0,9,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,False,1076.46
62feb561aca92c1599166d4f,115,6.39,119.0,6.61,1,41,8.0,33,0,1,1,0,167.03,9.28,18.0,30.0,15.0,24.0,46.0,,4.0,262.36,135.23,359.71,378.47,0.0,10.67,9.86,9.13,14.3,9.2,,2.67,0.58,1984.77,9.97,30,6.63,9,18,1,11,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,1146.44
62feb561aca92c1599166d52,60,5.0,63.0,5.25,1,19,5.0,14,4,1,1,0,97.81,8.15,12.0,16.0,8.0,9.0,27.0,,3.0,115.73,61.3,127.95,179.75,0.0,11.93,7.37,7.66,15.31,7.23,,3.98,0.66,749.22,8.23,16,5.69,2,10,0,6,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,496.66
62feb561aca92c1599166d69,67,4.47,67.0,4.47,0,27,6.0,9,0,0,0,12,163.03,10.19,16.0,19.0,6.0,16.0,26.0,,,144.78,112.99,386.2,379.58,0.0,0.0,7.46,18.83,25.41,12.26,,,0.76,1457.83,16.38,19,4.68,1,10,1,8,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,False,1023.55
62feb561aca92c1599166d7a,196,10.89,209.0,11.61,4,41,27.0,14,1,4,3,0,214.87,11.94,18.0,45.0,24.0,47.0,80.0,3.0,10.0,306.8,174.81,593.7,705.86,7.85,38.91,6.78,7.52,14.11,8.9,2.6,3.73,0.82,2231.53,9.38,45,5.29,4,30,1,14,0.0,0.0,3.22,2.0,1.17,1.0,3.0,19.0,False,1827.93
632bd5da1a4fa806fd718ece,22,3.14,22.0,3.14,0,14,1.0,6,0,0,0,7,61.88,6.88,9.0,6.0,2.0,5.0,9.0,,,95.22,22.83,91.84,100.09,0.0,0.0,17.09,11.42,17.2,10.99,,,0.64,520.96,14.47,6,6.0,1,2,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,309.98
63b638da3a908b0ae3d23684,7,2.33,7.0,2.33,0,6,1.0,4,0,0,0,1,102.46,17.08,6.0,3.0,1.0,,3.0,,,38.84,6.85,0.0,35.3,0.0,0.0,12.95,6.85,,11.77,,,0.78,102.6,11.4,3,3.0,0,0,0,3,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,True,80.99
63d1e39521108a040c8a6c37,78,7.09,87.0,7.91,3,29,10.0,12,3,2,2,7,142.1,11.84,12.0,22.0,5.0,13.0,38.0,,9.0,163.86,44.94,110.39,339.62,0.0,25.36,8.49,8.99,8.97,9.0,,2.8,0.87,756.73,8.32,22,4.14,0,16,0,6,1.0,1.0,4.33,8.0,1.73,1.0,9.0,10.0,False,684.17
6421bcc00ca53e1c39e823bd,42,8.4,45.0,9.0,2,11,7.0,0,2,1,1,4,46.64,6.66,7.0,13.0,4.0,7.0,18.0,,3.0,104.45,28.79,68.4,129.56,0.0,12.33,8.38,7.2,13.1,7.43,,4.11,0.76,424.11,7.71,13,4.23,0,9,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,343.53
64411d4f0b79f10d5ad65baa,38,9.5,41.0,10.25,1,10,5.0,4,2,1,1,1,84.75,16.95,5.0,12.0,3.0,5.0,18.0,1.0,2.0,78.51,23.47,57.56,101.59,0.1,5.43,7.76,7.82,10.49,5.99,0.1,2.71,0.72,391.6,7.39,12,4.42,1,8,0,4,1.0,2.0,4.89,7.0,2.89,7.0,14.0,5.0,False,266.66
64c95026ea2c11082645290b,24,4.0,24.0,4.0,0,17,3.0,7,0,0,0,7,59.09,6.57,9.0,7.0,2.0,4.0,11.0,,,93.93,11.76,102.48,125.43,0.0,0.0,14.14,5.88,23.88,11.9,,,0.58,563.58,13.11,7,6.14,1,3,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,False,333.6
64c95026ea2c110826452910,89,6.85,100.0,7.69,3,25,11.0,11,10,3,3,3,190.58,14.66,13.0,24.0,6.0,16.0,43.0,2.0,9.0,184.38,45.83,193.6,276.6,5.86,30.34,7.98,8.1,14.63,6.86,2.93,4.05,0.83,900.27,8.04,24,4.67,0,18,0,6,2.0,5.0,5.23,18.0,3.45,16.0,34.0,16.0,False,736.61
64c95026ea2c110826452919,52,8.67,63.0,10.5,3,19,7.0,5,4,3,3,7,94.8,13.54,7.0,15.0,3.0,8.0,26.0,2.0,9.0,214.1,49.33,108.17,1002.33,9.8,39.45,14.48,16.44,13.71,25.8,4.9,4.18,0.64,2531.08,27.81,17,5.35,2,11,0,6,3.0,2.0,7.29,12.0,2.71,3.0,15.0,4.0,False,1423.18
64ca4ce8c0848e2cb26b7b88,44,6.29,47.0,6.71,1,13,4.0,5,2,1,1,4,65.0,9.29,7.0,14.0,3.0,9.0,18.0,1.0,2.0,125.46,21.18,81.03,185.97,12.19,26.84,8.94,7.06,8.65,8.57,12.19,13.42,0.6,1716.46,20.93,14,5.86,1,10,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,452.67
65df6c2e874f0c0b69e2ee30,101,7.77,114.0,8.77,3,27,11.0,7,8,3,3,9,258.58,19.89,13.0,29.0,6.0,19.0,47.0,1.0,12.0,216.03,29.9,183.1,317.84,2.89,36.1,7.26,4.98,8.07,6.81,2.89,2.95,0.92,824.07,7.36,29,3.86,1,22,0,7,1.0,3.0,3.75,10.0,1.39,1.0,11.0,21.0,False,785.86
65e73d65b65cb4036e2eca20,56,7.0,69.0,8.62,3,38,7.0,28,3,3,3,3,207.66,15.97,13.0,15.0,4.0,12.0,25.0,3.0,10.0,141.99,38.55,119.09,196.78,8.69,33.59,10.17,9.64,13.89,8.09,2.9,3.74,0.78,636.05,8.71,15,4.87,0,11,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,False,538.69
65fdc11d0c1f990241ce0871,35,5.83,35.0,5.83,1,12,5.0,5,0,0,0,2,71.68,10.24,7.0,13.0,2.0,3.0,17.0,,,181.24,15.44,133.39,161.49,0.0,0.0,13.26,7.72,50.85,9.87,,,0.56,752.66,11.95,13,4.85,0,9,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,False,491.56
66166c7f47ad6b29984d4af7,67,8.38,74.0,9.25,2,15,9.0,4,4,2,2,2,99.09,11.01,9.0,18.0,5.0,12.0,32.0,2.0,5.0,197.53,54.77,100.93,221.22,10.41,12.38,10.8,10.95,9.6,6.97,5.2,2.6,0.86,674.02,8.64,18,4.33,2,12,0,6,1.0,0.0,3.47,2.0,1.47,1.0,3.0,12.0,False,597.24
66a3b9086adb392850489cc4,129,10.75,152.0,12.67,5,33,17.0,13,9,5,5,3,349.69,29.14,12.0,30.0,13.0,32.0,54.0,5.0,18.0,221.18,75.25,353.0,364.03,13.21,51.44,7.65,5.81,11.18,7.08,2.54,2.97,0.83,1257.04,7.81,32,5.03,5,24,0,8,1.0,5.0,4.04,10.0,1.91,7.0,17.0,17.0,False,1078.11
66a3b9086adb392850489ccc,35,4.38,35.0,4.38,0,15,5.0,3,0,0,0,7,61.23,7.65,8.0,11.0,2.0,6.0,16.0,,,127.69,14.39,96.12,160.53,0.0,0.0,14.23,7.2,17.63,9.94,,,0.72,572.97,11.46,11,4.55,0,7,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,False,398.73
66a493a26adb394eac8afaee,28,4.0,28.0,4.0,0,11,3.0,5,0,0,0,3,109.59,13.7,8.0,10.0,1.0,3.0,14.0,,,107.28,16.37,44.22,155.05,0.0,0.0,11.03,16.37,16.44,12.22,,,0.76,454.52,11.96,10,3.8,0,6,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,False,322.92
66a493a26adb394eac8afaef,110,10.0,127.0,11.55,5,26,16.0,6,8,4,4,4,225.97,17.38,13.0,32.0,11.0,21.0,46.0,3.0,14.0,236.5,73.96,255.72,337.48,8.12,44.78,8.38,6.44,13.52,7.6,2.71,3.25,0.76,1488.65,10.2,32,4.56,1,24,0,8,1.0,9.0,5.97,39.0,3.5,24.0,63.0,24.0,False,956.56
66a493a26adb394eac8afaf9,21,4.2,21.0,4.2,0,8,2.0,4,0,0,0,2,40.36,5.77,7.0,8.0,2.0,3.0,8.0,,,68.8,11.36,46.3,48.6,0.0,0.0,9.46,5.68,13.97,6.07,,,0.64,259.44,7.86,8,4.12,0,4,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,175.06
66a9a8062c1ea33d50caa111,45,7.5,50.0,8.33,1,12,6.0,6,1,1,1,0,66.49,11.08,6.0,15.0,3.0,5.0,22.0,1.0,4.0,152.36,26.23,100.27,200.3,2.22,11.35,10.61,8.74,24.13,10.61,2.22,2.84,0.75,634.0,10.57,15,4.0,0,11,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,False,492.73
66ab86c388d894234270be6f,18,6.0,20.0,6.67,1,13,3.0,8,3,1,1,2,88.58,14.76,6.0,7.0,1.0,,10.0,1.0,1.0,80.77,9.71,0.0,67.63,0.84,0.95,11.46,9.71,,6.47,0.84,0.95,0.47,311.05,8.19,7,5.43,1,3,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,True,159.9
66ac438b9c30f1160705f662,51,7.29,54.0,7.71,2,16,8.0,4,0,1,1,4,107.3,13.41,8.0,14.0,4.0,12.0,21.0,,3.0,187.72,39.64,171.97,190.97,0.0,11.36,14.01,9.91,12.73,9.97,,3.79,0.68,5933.48,70.64,15,5.6,2,11,0,4,2.0,5.0,6.47,23.0,3.8,15.0,38.0,11.0,False,601.66
66bdd09a9c416f14eb7e27d4,136,7.16,144.0,7.58,2,33,14.0,17,2,2,2,2,175.85,9.26,19.0,32.0,19.0,29.0,56.0,,8.0,252.0,126.12,358.99,375.34,0.0,23.33,8.38,6.85,13.26,7.21,,2.92,0.73,1590.1,8.5,33,5.67,7,21,1,11,1.0,0.0,3.71,4.0,1.57,3.0,7.0,10.0,False,1135.78
671021e16dcdb304774b3af5,29,5.8,31.0,6.2,1,9,3.0,5,3,1,1,1,170.97,21.37,8.0,10.0,2.0,5.0,12.0,,2.0,218.31,25.15,252.99,226.82,0.0,3.1,21.83,12.58,54.41,18.79,,1.55,0.58,4695.45,93.91,11,4.55,1,7,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,True,726.37
6732fabfc915d9284c55acda,34,5.67,37.0,6.17,1,12,6.0,4,4,1,1,2,56.76,9.46,6.0,11.0,2.0,6.0,15.0,1.0,2.0,80.27,15.99,58.44,109.06,2.78,6.59,7.2,7.99,8.77,7.58,2.78,3.3,0.65,440.68,7.34,14,4.29,1,10,0,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,False,273.13
67941580c5ae4514acce4ff3,61,7.62,69.0,8.62,3,24,7.0,17,9,3,3,0,123.43,13.71,9.0,19.0,5.0,7.0,30.0,2.0,6.0,185.28,29.95,82.47,159.14,0.3,4.9,9.57,5.65,9.82,5.36,0.15,0.9,0.5,880.72,7.16,19,6.47,6,13,0,6,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,True,462.04
67bdcb0e860c98544cfb9ced,39,6.5,39.0,6.5,1,12,5.0,5,2,0,0,2,66.27,8.28,8.0,11.0,1.0,8.0,19.0,,,87.49,8.4,63.41,117.69,0.0,0.0,7.89,8.4,8.52,7.0,,,0.88,332.08,6.92,12,4.0,0,8,0,4,0.0,3.0,4.3,7.0,1.7,1.0,8.0,6.0,False,276.99
