id,timestamp,original_score,possible_match,total_correct,total_questions,percentage,total_trained_correct,total_trained_questions,trained_percentage,total_untrained_correct,total_untrained_questions,untrained_percentage,Q1_correct,Q1_answer,Q2_correct,Q2_answer,Q3_correct,Q3_answer,Q4_correct,Q4_answer,Q5_correct,Q5_answer,Q6_correct,Q6_answer,Q7_correct,Q7_answer,Q8_correct,Q8_answer,Q9_correct,Q9_answer,Q10_correct,Q10_answer,Q11_correct,Q11_answer,Q12_correct,Q12_answer,Q13_correct,Q13_answer,Q14_correct,Q14_answer,Q15_correct,Q15_answer,Q16_correct,Q16_answer,Q17_correct,Q17_answer,Q18_correct,Q18_answer,Q19_correct,Q19_answer,Q20_correct,Q20_answer,Q21_correct,Q21_answer,Q22_correct,Q22_answer,Q23_correct,Q23_answer,Q24_correct,Q24_answer,Q25_correct,Q25_answer,Q26_correct,Q26_answer,Q27_correct,Q27_answer,Q28_correct,Q28_answer,Q29_correct,Q29_answer,Q30_correct,Q30_answer
6398ca5aa0b12303e7d6a90b,3/10/2025 13:38:06,13 / 30,,14,30,46.7,9,18,50.0,5,12,41.66666666666667,True,Telescope,True,Delicious,True,Guide,False,Gentle,True,Calm,False,Describe,False,Peaceful,False,Powerful,False,Dreamy,False,Voyage,True,Defeat,True,Experiment,False,"He tried to natural the old bike so it would ride more smoothly.| This lotion uses only natural ingredients, like coconut oil.| She enjoys painting scenes of natural landscapes.",False,"The new puppy was feast, wagging its tail all day.",False,We placed the effect on the dinner table for everyone to share.,False,High water pressure can burst a pipe.,False,"The sandwich was complete with lettuce, tomato, and cheese.",False,He asked me to pass the disaster from the fridge.,True,important,True,improve,True,purpose,True,recover,False,jealous,True,struggle,False,unusual,False,comfort,True,invent,True,jealous,True,relax,False,competition
6398ca5aa0b12303e7d6a80f_2nd,3/10/2025 13:40:37,13 / 30,,14,30,46.7,9,18,50.0,5,12,41.66666666666667,True,Telescope,True,Delicious,True,Guide,False,Gentle,True,Calm,True,Explore,False,Peaceful,False,Ripe,False,Dreamy,True,Habit,False,Communicate,True,Experiment,False,We took all natural of cookies to the bake sale.,False,He feasts his homework every evening.,False,"The medicine took effect quickly, relieving my headache.",False,She tried to pressure the dishes into the sink.,False,I spent hours trying to complete this puzzle.,False,"The tornado destroyed the entire town, causing a real disaster.",True,important,True,improve,False,imagine,False,repair,True,ripe,True,struggle,False,unusual,False,comfort,False,peaceful,True,jealous,True,relax,True,patient
6398ca5aa0b12303e7d6a836,3/10/2025 13:44:35,22 / 30,,24,30,80.0,12,18,66.66666666666666,12,12,100.0,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,True,Ancient,True,Enormous,False,Voyage,True,Defeat,True,Experiment,True,"She enjoys painting scenes of natural landscapes.| This lotion uses only natural ingredients, like coconut oil.| Volcanoes are natural features of the Earth's surface.",False,"Our family decided to feast in celebration of Grandma's birthday.| We watched the feast shining in the sky.| We plan to feast on turkey and pie for our holiday dinner.| The new puppy was feast, wagging its tail all day.| After the big harvest, the farmers would feast together.",False,"The medicine took effect quickly, relieving my headache.",False,The doctor measured the pressure in my arm with a cuff.| I felt pressure to finish my assignment before the deadline.,True,"The sandwich was complete with lettuce, tomato, and cheese.| He practiced daily to complete the marathon next month.| We must complete our chores before watching TV.| I spent hours trying to complete this puzzle.",True,"The tornado destroyed the entire town, causing a real disaster.| The earthquake was a major disaster, leaving the city in ruins.",True,important,True,improve,False,imagine,False,wreckage,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
#N/D,3/14/2025 10:05:13,18 / 30,VERDADERO,19,30,63.3,11,18,61.111111111111114,8,12,66.66666666666666,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,False,Invent,True,Hollow,True,Ancient,False,Dreamy,True,Habit,True,Defeat,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,We watched the feast shining in the sky.,False,We could see the effect of the strong wind on the swaying trees.,False,I felt pressure to finish my assignment before the deadline.,False,We placed the complete on the table for everyone to admire.,False,"The tornado destroyed the entire town, causing a real disaster.",False,peaceful,True,improve,True,purpose,True,recover,False,speechless,True,struggle,False,dreamy,True,effort,True,invent,True,jealous,True,relax,True,patient
#N/D,3/14/2025 10:09:41,15 / 30,VERDADERO,14,30,46.7,9,18,50.0,5,12,41.66666666666667,True,Telescope,False,Patient,False,Recover,False,Speechless,True,Calm,True,Explore,True,Hollow,True,Ancient,True,Enormous,False,Effort,True,Defeat,True,Experiment,False,She enjoys painting scenes of natural landscapes.,False,Our family decided to feast in celebration of Grandma's birthday.,False,"The medicine took effect quickly, relieving my headache.",False,The doctor measured the pressure in my arm with a cuff.,False,We placed the complete on the table for everyone to admire.| We must complete our chores before watching TV.| I spent hours trying to complete this puzzle.,False,He asked me to pass the disaster from the fridge.,True,important,True,improve,False,balance,False,repair,True,ripe,True,struggle,False,unusual,True,effort,False,tropical,False,steep,True,relax,False,competition
5ec454277791b000b352850c,3/14/2025 13:47:53,18 / 30,,19,30,63.3,9,18,50.0,10,12,83.33333333333334,True,Telescope,True,Delicious,False,Improve,True,Successful,True,Calm,True,Explore,False,Peaceful,False,Ripe,False,Struggle,True,Habit,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.| We took all natural of cookies to the bake sale.| He tried to natural the old bike so it would ride more smoothly.| Volcanoes are natural features of the Earth's surface.",False,"We watched the feast shining in the sky.| After the big harvest, the farmers would feast together.| The new puppy was feast, wagging its tail all day.| We plan to feast on turkey and pie for our holiday dinner.| Our family decided to feast in celebration of Grandma's birthday.",False,"We placed the effect on the dinner table for everyone to share.| The effect of her studying was a higher score on the test.| He effect the fence with a new coat of paint.| We could see the effect of the strong wind on the swaying trees.| The medicine took effect quickly, relieving my headache.",False,I felt pressure to finish my assignment before the deadline.| She tried to pressure the dishes into the sink.| We had to feed the pressure some carrots.| The doctor measured the pressure in my arm with a cuff.| The soccer team faced pressure to win the championship.| High water pressure can burst a pipe.,False,"The teacher told me to complete the garden so the flowers would bloom.| We must complete our chores before watching TV.| I spent hours trying to complete this puzzle.| The sandwich was complete with lettuce, tomato, and cheese.| He practiced daily to complete the marathon next month.| We placed the complete on the table for everyone to admire.",False,"He asked me to pass the disaster from the fridge.| The earthquake was a major disaster, leaving the city in ruins.| We used a measuring cup to find the disaster of the soup.| We listened to the disaster humming in the trees.| He tried to disaster the puzzle but gave up halfway.| The tornado destroyed the entire town, causing a real disaster.",True,important,True,improve,False,imagine,True,recover,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506db3,3/14/2025 13:55:58,10 / 30,,9,30,30.0,8,18,44.44444444444444,1,12,8.333333333333332,True,Telescope,True,Delicious,True,Guide,False,Gentle,True,Calm,False,Relax,True,Hollow,False,Powerful,True,Enormous,False,Conversation,False,Communicate,False,Purpose,False,He tried to natural the broken chair with some glue.,False,We watched the feast shining in the sky.,False,We placed the effect on the dinner table for everyone to share.| The movie's special effects were impressive.,False,High water pressure can burst a pipe.,False,We must complete our chores before watching TV.,False,He asked me to pass the disaster from the fridge.,False,peaceful,False,recover,False,imagine,False,wreckage,True,ripe,True,struggle,False,unusual,False,comfort,False,peaceful,False,steep,False,method,True,patient
62d8874cbb984a6bb2506da8,3/14/2025 13:56:16,8 / 30,,7,30,23.3,4,18,22.22222222222222,3,12,25.0,True,Telescope,True,Delicious,False,Recover,True,Successful,False,Stormy,False,Invent,True,Hollow,False,Wise,False,Hearty,False,Conversation,True,Defeat,True,Experiment,False,She enjoys painting scenes of natural landscapes.,False,"The new puppy was feast, wagging its tail all day.",False,The movie's special effects were impressive.,False,The soccer team faced pressure to win the championship.,False,"The sandwich was complete with lettuce, tomato, and cheese.",False,He asked me to pass the disaster from the fridge.,False,peaceful,False,invent,False,balance,False,wreckage,False,jealous,True,struggle,False,unusual,False,comfort,False,tropical,False,steep,False,method,False,competition
62d8874cbb984a6bb2506de2,3/14/2025 13:56:40,17 / 30,,18,30,60.0,9,18,50.0,9,12,75.0,True,Telescope,True,Delicious,False,Improve,True,Successful,True,Calm,True,Explore,True,Hollow,False,Powerful,False,Dreamy,False,Effort,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.",False,We plan to feast on turkey and pie for our holiday dinner.,False,The movie's special effects were impressive.,False,The soccer team faced pressure to win the championship.,False,"The sandwich was complete with lettuce, tomato, and cheese.",False,"The tornado destroyed the entire town, causing a real disaster.",True,important,True,improve,True,purpose,True,recover,False,jealous,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,False,howl,True,patient
64c81a4aa8c262014801bed3,3/14/2025 13:56:52,7 / 30,,6,30,20.0,3,18,16.666666666666664,3,12,25.0,True,Telescope,False,Unusual,False,Repair,False,Unkind,False,Jealous,False,Invent,True,Hollow,False,Ripe,False,Dreamy,False,Effort,False,Steep,False,Wreckage,False,He tried to natural the old bike so it would ride more smoothly.,False,He feasts his homework every evening.,False,We could see the effect of the strong wind on the swaying trees.,False,I felt pressure to finish my assignment before the deadline.,False,We must complete our chores before watching TV.,False,We listened to the disaster humming in the trees.,False,stormy,False,invent,False,imagine,False,repair,True,ripe,False,relax,False,dreamy,True,effort,True,invent,False,steep,False,howl,True,patient
62d8874cbb984a6bb2506db5,3/14/2025 13:57:01,18 / 30,,19,30,63.3,9,18,50.0,10,12,83.33333333333334,True,Telescope,True,Delicious,False,Recover,True,Successful,True,Calm,True,Explore,False,Peaceful,True,Ancient,False,Struggle,False,Effort,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.| She enjoys painting scenes of natural landscapes.",False,"After the big harvest, the farmers would feast together.| We watched the feast shining in the sky.",False,He effect the fence with a new coat of paint.| We could see the effect of the strong wind on the swaying trees.,False,She tried to pressure the dishes into the sink.| High water pressure can burst a pipe.,False,We must complete our chores before watching TV.| I spent hours trying to complete this puzzle.,False,"The tornado destroyed the entire town, causing a real disaster.| We listened to the disaster humming in the trees.",True,important,True,improve,True,purpose,True,recover,True,ripe,False,relax,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506dac,3/14/2025 13:57:26,22 / 30,,23,30,76.7,13,18,72.22222222222221,10,12,83.33333333333334,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,True,Ancient,True,Enormous,False,Voyage,True,Defeat,True,Experiment,False,We took all natural of cookies to the bake sale.,False,We plan to feast on turkey and pie for our holiday dinner.,False,We could see the effect of the strong wind on the swaying trees.,False,High water pressure can burst a pipe.,False,I spent hours trying to complete this puzzle.,False,"The earthquake was a major disaster, leaving the city in ruins.",True,important,True,improve,True,purpose,True,recover,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506ddd,3/14/2025 13:57:40,6 / 30,,7,30,23.3,4,18,22.22222222222222,3,12,25.0,True,Telescope,True,Delicious,True,Guide,False,Speechless,False,Stormy,False,Describe,True,Hollow,False,Wise,False,Dreamy,False,Conversation,False,Steep,False,Opinion,False,We took all natural of cookies to the bake sale.,False,He feasts his homework every evening.| Our family decided to feast in celebration of Grandma's birthday.,False,"He effect the fence with a new coat of paint.| The medicine took effect quickly, relieving my headache.",False,We had to feed the pressure some carrots.,False,The teacher told me to complete the garden so the flowers would bloom.,False,We listened to the disaster humming in the trees.,False,peaceful,False,recover,False,balance,False,repair,False,speechless,False,relax,False,unusual,False,comfort,True,invent,True,jealous,True,relax,False,competition
66b6aa1c0c77be0ee3e73c36,3/14/2025 13:57:53,17 / 30,,18,30,60.0,8,18,44.44444444444444,10,12,83.33333333333334,True,Telescope,True,Delicious,False,Improve,True,Successful,True,Calm,True,Explore,True,Hollow,True,Ancient,False,Struggle,False,Effort,True,Defeat,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,"After the big harvest, the farmers would feast together.",False,"The medicine took effect quickly, relieving my headache.",False,She tried to pressure the dishes into the sink.,False,I spent hours trying to complete this puzzle.,False,We used a measuring cup to find the disaster of the soup.,True,important,True,improve,True,purpose,False,repair,False,jealous,False,describe,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506e80,3/14/2025 13:58:02,20 / 30,,21,30,70.0,11,18,61.111111111111114,10,12,83.33333333333334,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,False,Peaceful,True,Ancient,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,He tried to natural the broken chair with some glue.,False,We watched the feast shining in the sky.,False,He effect the fence with a new coat of paint.,False,I felt pressure to finish my assignment before the deadline.,False,We must complete our chores before watching TV.,False,We used a measuring cup to find the disaster of the soup.,True,important,True,improve,False,balance,False,repair,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506e45,3/14/2025 13:58:16,10 / 30,,11,30,36.7,5,18,27.77777777777778,6,12,50.0,True,Telescope,True,Delicious,False,Improve,True,Successful,True,Calm,True,Explore,False,Peaceful,False,Wise,False,Hearty,False,Conversation,True,Defeat,False,Opinion,False,We took all natural of cookies to the bake sale.| Volcanoes are natural features of the Earth's surface.,False,"He feasts his homework every evening.| The new puppy was feast, wagging its tail all day.",False,He effect the fence with a new coat of paint.| We placed the effect on the dinner table for everyone to share.,False,We had to feed the pressure some carrots.,False,He practiced daily to complete the marathon next month.,False,He asked me to pass the disaster from the fridge.| We listened to the disaster humming in the trees.,True,important,False,recover,True,purpose,False,wreckage,False,jealous,False,relax,False,dreamy,True,effort,True,invent,True,jealous,False,howl,False,competition
62d8874cbb984a6bb2506dbd,3/14/2025 14:00:00,13 / 30,,13,30,43.3,6,18,33.33333333333333,7,12,58.333333333333336,True,Telescope,False,Unusual,False,Recover,True,Successful,False,Jealous,True,Explore,True,Hollow,False,Powerful,False,Hearty,False,Conversation,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.",False,Our family decided to feast in celebration of Grandma's birthday.,False,The effect of her studying was a higher score on the test.,False,We had to feed the pressure some carrots.,False,We must complete our chores before watching TV.,False,He tried to disaster the puzzle but gave up halfway.,True,important,True,improve,False,balance,True,recover,False,speechless,True,struggle,True,overgrown,True,effort,False,peaceful,False,impatient,True,relax,False,competition
62d8874cbb984a6bb2506db8,3/14/2025 14:00:16,20 / 30,,21,30,70.0,11,18,61.111111111111114,10,12,83.33333333333334,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,False,Wise,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,"The new puppy was feast, wagging its tail all day.",False,"The medicine took effect quickly, relieving my headache.",False,The soccer team faced pressure to win the championship.,False,We placed the complete on the table for everyone to admire.,False,We used a measuring cup to find the disaster of the soup.,False,peaceful,False,recover,True,purpose,True,recover,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506db7,3/14/2025 14:00:24,18 / 30,,19,30,63.3,10,18,55.55555555555556,9,12,75.0,True,Telescope,True,Delicious,False,Repair,False,Speechless,True,Calm,True,Explore,False,Peaceful,True,Ancient,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,He tried to natural the broken chair with some glue.,False,Our family decided to feast in celebration of Grandma's birthday.,False,We placed the effect on the dinner table for everyone to share.,False,I felt pressure to finish my assignment before the deadline.,False,The teacher told me to complete the garden so the flowers would bloom.,False,He asked me to pass the disaster from the fridge.,True,important,True,improve,True,purpose,False,repair,False,speechless,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506dec,3/14/2025 14:01:01,10 / 30,,11,30,36.7,7,18,38.88888888888889,4,12,33.33333333333333,True,Telescope,True,Delicious,False,Repair,False,Gentle,True,Calm,False,Relax,True,Hollow,False,Wise,False,Struggle,True,Habit,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.",False,He feasts his homework every evening.,False,The effect of her studying was a higher score on the test.,False,I felt pressure to finish my assignment before the deadline.,False,We must complete our chores before watching TV.,False,He tried to disaster the puzzle but gave up halfway.,True,important,False,recover,False,balance,False,repair,False,jealous,True,struggle,False,unusual,False,comfort,False,peaceful,True,jealous,False,howl,True,patient
62d8874cbb984a6bb2506da3,3/14/2025 14:02:20,9 / 30,,9,30,30.0,5,18,27.77777777777778,4,12,33.33333333333333,True,Telescope,False,Patient,False,Improve,False,Gentle,False,Impatient,True,Explore,True,Hollow,True,Ancient,False,Dreamy,False,Voyage,False,Steep,True,Experiment,False,He tried to natural the broken chair with some glue.,False,"After the big harvest, the farmers would feast together.",False,He effect the fence with a new coat of paint.,False,High water pressure can burst a pipe.,False,We must complete our chores before watching TV.,False,He asked me to pass the disaster from the fridge.,True,important,False,recover,False,imagine,True,recover,False,speechless,False,relax,False,unusual,False,opinion,True,invent,False,impatient,True,relax,False,communicate
60f9ac9cb333ae04023f05ec,3/14/2025 14:02:24,19 / 30,,20,30,66.7,10,18,55.55555555555556,10,12,83.33333333333334,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,False,Wise,True,Enormous,False,Conversation,True,Defeat,True,Experiment,False,We took all natural of cookies to the bake sale.,False,We plan to feast on turkey and pie for our holiday dinner.,False,He effect the fence with a new coat of paint.,False,The soccer team faced pressure to win the championship.,False,We must complete our chores before watching TV.,False,"The earthquake was a major disaster, leaving the city in ruins.",True,important,True,improve,False,imagine,False,repair,True,ripe,True,struggle,True,overgrown,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506ded,3/14/2025 14:02:28,12 / 30,,12,30,40.0,6,18,33.33333333333333,6,12,50.0,True,Telescope,True,Delicious,False,Recover,False,Gentle,False,Jealous,True,Explore,False,Unmistakeable,False,Wise,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.",False,We plan to feast on turkey and pie for our holiday dinner.,False,We placed the effect on the dinner table for everyone to share.,False,The soccer team faced pressure to win the championship.,False,I spent hours trying to complete this puzzle.,False,He asked me to pass the disaster from the fridge.,False,peaceful,False,invent,True,purpose,False,repair,False,jealous,True,struggle,False,unusual,True,effort,False,tropical,False,impatient,True,relax,True,patient
62d8874cbb984a6bb2506dcd,3/14/2025 14:02:33,19 / 30,,20,30,66.7,11,18,61.111111111111114,9,12,75.0,True,Telescope,True,Delicious,True,Guide,True,Successful,True,Calm,True,Explore,True,Hollow,False,Ripe,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,Volcanoes are natural features of the Earth's surface.,False,Our family decided to feast in celebration of Grandma's birthday.,False,We placed the effect on the dinner table for everyone to share.,False,I felt pressure to finish my assignment before the deadline.,False,We must complete our chores before watching TV.,False,He asked me to pass the disaster from the fridge.,True,important,True,improve,False,imagine,True,recover,False,jealous,True,struggle,False,unusual,True,effort,True,invent,True,jealous,True,relax,True,patient
62d8874cbb984a6bb2506dc9,3/14/2025 14:02:38,12 / 30,,13,30,43.3,8,18,44.44444444444444,5,12,41.66666666666667,True,Telescope,True,Delicious,True,Guide,False,Gentle,False,Jealous,True,Explore,True,Hollow,True,Ancient,False,Hearty,False,Voyage,True,Defeat,False,Purpose,False,She enjoys painting scenes of natural landscapes.,False,"The new puppy was feast, wagging its tail all day.",False,He effect the fence with a new coat of paint.,False,High water pressure can burst a pipe.,False,I spent hours trying to complete this puzzle.,False,"The tornado destroyed the entire town, causing a real disaster.",True,important,False,invent,True,purpose,True,recover,False,speechless,False,relax,False,dreamy,True,effort,True,invent,True,jealous,False,method,False,communicate
62d8874cbb984a6bb2506dde,3/14/2025 14:03:17,12 / 30,,12,30,40.0,7,18,38.88888888888889,5,12,41.66666666666667,True,Telescope,True,Delicious,False,Repair,True,Successful,True,Calm,True,Explore,True,Hollow,False,Wise,False,Struggle,True,Habit,True,Defeat,True,Experiment,False,"This lotion uses only natural ingredients, like coconut oil.",False,"After the big harvest, the farmers would feast together.",False,He effect the fence with a new coat of paint.,False,I felt pressure to finish my assignment before the deadline.,False,We placed the complete on the table for everyone to admire.,False,He tried to disaster the puzzle but gave up halfway.| He asked me to pass the disaster from the fridge.,False,peaceful,True,improve,False,imagine,False,wreckage,True,ripe,False,relax,True,overgrown,False,opinion,False,tropical,False,impatient,False,method,False,communicate
62d8874cbb984a6bb2506dee,3/14/2025 14:07:00,14 / 30,VERDADERO!,15,30,50.0,7,18,38.88888888888889,8,12,66.66666666666666,True,Telescope,True,Delicious,False,Improve,True,Successful,True,Calm,True,Explore,False,Unmistakeable,False,Wise,True,Enormous,True,Habit,True,Defeat,True,Experiment,False,She enjoys painting scenes of natural landscapes.,False,We plan to feast on turkey and pie for our holiday dinner.,False,The movie's special effects were impressive.,False,The doctor measured the pressure in my arm with a cuff.,False,We must complete our chores before watching TV.,False,He tried to disaster the puzzle but gave up halfway.,True,important,False,invent,False,imagine,False,repair,False,jealous,True,struggle,False,dreamy,True,effort,True,invent,True,jealous,True,relax,False,competition
